题目,A,B,C,D,正确答案,解析连接,图片名称,,,,,,,,,,,,
实验室有五个药品柜，已经存放的药品如下表：甲柜乙柜丙柜丁柜戊柜盐酸、硫酸烧碱、氢氧化钡硫、红磷铜、锌碳酸钠、硝酸钾现在新购进硝酸、苛性钾、碘和硝酸银溶液，下列对其保存方法不正确的是（　　）,硝酸装进棕色细口瓶放在甲柜,苛性钾固体用磨口玻璃塞广口瓶放在乙柜,碘单质用广口瓶装放在丙柜,硝酸银溶液用棕色磨口细口瓶放在戊柜,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/793aad154035af0e9774ef7fbe6d_2309140ex.png,af0e9774ef7fbe6d_2309140ex.png,,,,,,,,,,,,
下列仪器垫石棉网加热的是（ ）,燃烧匙,烧杯,量筒,试管,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/685b5dccc2ced66e19033f628eb7_3272461ex.png,d66e19033f628eb7_3272461ex.png,,,,,,,,,,,,
下列仪器不可以加热的是（ ）,img height="66" src="/files/attach/files/content/2020/0325/e5581c184e67b3cf52dc8a4108a81ac1.png" v:shapes="图片_x0020_11" width="53",img height="72" src="/files/attach/files/content/2020/0325/59efd73e0702f19815ca79e7556a12f6.png" v:shapes="图片_x0020_12" width="25",img height="69" src="/files/attach/files/content/2020/0325/edb5dc9b9f0c2cef07625f0a4c64299e.png" v:shapes="图片_x0020_13" width="44",img height="86" src="/files/attach/files/content/2020/0325/e2db52e031b6958aa1f9d3f97c575d78.png" v:shapes="图片_x0020_14" width="49",D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/812d75468c193cbfd069298c53d7_8887086ex.png,3cbfd069298c53d7_8887086ex.png,,,,,,,,,,,,
对于易燃、易爆、有剧毒的化学物质，往往会在其包装上贴上危险警告标签．下列所列物质，贴错了包装标签的是（　　）,A,B,C,D,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/e529178b2b41748b034e45fb6c1d_5637619ex.png,748b034e45fb6c1d_5637619ex.png,,,,,,,,,,,,
观察如图，量筒中液体的体积读数是（　　）,0.5ml,1.5ml,1.6ml,1.7ml,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/0c2fdf07397ac3345b895d422877_5334397ex.png,c3345b895d422877_5334397ex.png,,,,,,,,,,,,
下列物质与危险化学品标志的对应关系正确的是（　　）,img alt="" height="87" src="/files/attach/files/content/2020/0325/6f8620fb4b90d6ccbc527edbef849133.png" v:shapes="_x0000_i1070" width="87"/>氯化钠,img alt="" height="87" src="/files/attach/files/content/2020/0325/004b78484240042b9e89b6551314db60.png" v:shapes="_x0000_i1069" width="87"/>乙醇,img alt="" height="87" src="/files/attach/files/content/2020/0325/a676e66e0ca55008373877b108b7ae7f.png" v:shapes="_x0000_i1068" width="87"/>木炭,img alt="" height="87" src="/files/attach/files/content/2020/0325/47c8dbfbad268bca3fb01fd6a3f4415a.png" v:shapes="_x0000_i1067" width="87"/>氢氧化钠,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/9f60e6704a1028d522cf97cb6dd4_5462665ex.png,28d522cf97cb6dd4_5462665ex.png,,,,,,,,,,,,
化学与人类生活密切相关，下列与化学有关的说法正确的是（　　）,化学药品着火，都要立即用水或泡沫灭火器灭火,明矾和漂白粉常用于自来水的净化，但两者的作用原理不相同,食品包装袋中常放入小袋的生石灰，目的是防止食品氧化变质,纤维素在人体内可水解为葡萄糖，故可作人类的营养物质,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/027753638a9a7e34ca84e5a48018_2526264ex.png,7e34ca84e5a48018_2526264ex.png,,,,,,,,,,,,
下列实验操作与安全事故处理错误的是（ ）,使用水银温度计测量烧杯中的水的温度时，不慎打破水银球，用滴管将水银吸出放入水封的小瓶中，残破的温度计插入装有硫粉的广口瓶中,试管夹从试管底由下往上夹住试管口约 <img src="/files/attach/files/content/2020/0325/1585142914.660.png"> 处，手持试管夹长柄末端进行加热</img,燃着的酒精灯翻倒，酒精洒到桌面并且燃烧，为了人身安全，应立即撤离现场,将玻璃管插入橡胶塞孔时，用厚布护手，紧握用水湿润的玻璃管插入端并缓慢旋进塞孔中,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/bc02c72f027d8f4541b47735498d_6751153ex.png,8f4541b47735498d_6751153ex.png,,,,,,,,,,,,
下列做法正确的是（　　）,用无色试剂瓶盛放新制的氯水,用10mL量筒量取3.24mL稀硫酸,用蒸馏水鉴别溴蒸气和二氧化氮气体,用氨水清洗做过银镜反应的试管内壁,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/b750c0ae3de53b3fc56f9c8991d4_2309166ex.png,3b3fc56f9c8991d4_2309166ex.png,,,,,,,,,,,,
容量瓶的瓶壁上未标明的是（　　）,刻度线,温度,浓度,容积,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/eab1a015ae6ad97625bdb6ec44f7_6087885ex.png,d97625bdb6ec44f7_6087885ex.png,,,,,,,,,,,,
《中华人民共和国安全生产法》指出安全生产工作应当以人为本，坚持安全发展、预防为主、综合治理的方针．下列做法不正确的是（ ）,面粉生产车间应严禁烟火,NH<sub>3</sub>泄露时向空中喷洒水雾,含Cl<sub>2</sub>的尾气用碱溶液处理后再排放,金属钠失火时应立即用大量冷水扑灭,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/a5d4f4f693037498e0a6db8258d2_3779712ex.png,7498e0a6db8258d2_3779712ex.png,,,,,,,,,,,,
进行化学实验必须注意安全，下列说法不正确的是,不慎将酸溅到眼中，应立即用水冲洗，边洗边眨眼睛,不慎将浓碱溶液沾到皮肤上，要立即用大量的水冲洗，然后涂上硼酸溶液,金属钠着火，应立即用沙子灭火,配制浓硫酸时，可先在量筒中加一定体积的水，再在搅拌下慢慢加入浓硫酸,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/ae96ffa5c5ebf48004667a5cde85_875917ex.png,bf48004667a5cde85_875917ex.png,,,,,,,,,,,,
下列储存药品的方法中，正确的是（）,浓硫酸保存在橡胶塞试剂瓶中,浓硝酸保存在无色试剂瓶中,金属钠保存在煤油中,氢氧化钠溶液保存在玻璃塞试剂瓶中,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/22dde50007e3b5a247c63fe0b391_880655ex.png,3b5a247c63fe0b391_880655ex.png,,,,,,,,,,,,
下列实验操作正确的是（　　）,当某实验没有准确的药品用量说明时，为看到明显现象，取用药品越多越好,取用细口瓶里的试液时，先拿下瓶塞，倒放在桌上，然后标签朝外拿起瓶子，瓶口要紧挨着试管口，将液体缓缓地倒入试管,胶头滴管取完一种试液后，可直接取另一种不与其反应的试液,取用粉末状固体或固体小颗粒时，应用药匙或纸槽，取用块状固体时，应用镊子夹取,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/07d8a3cca7fa269416aa9ba62908_2309329ex.png,269416aa9ba62908_2309329ex.png,,,,,,,,,,,,
洗涤试管内壁上附着的硫黄，可选用的方法是( ),用CS<sub>2</sub>洗涤,通入H<sub>2</sub>加热,加热试管使硫熔化,用酒精洗涤,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/86b51961856c3f084bc6ce6fc329_10565958ex.png,f084bc6ce6fc329_10565958ex.png,,,,,,,,,,,,
下列试剂的保存方法错误的是（　　）,少量的钠保存在煤油中,浓硝酸保存在无色玻璃瓶中,新制的氯水保存在棕色玻璃瓶中,氢氧化钠溶液保存在具橡皮塞的玻璃瓶中,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/658f4ed8fa70d70eee255a3b43da_2309162ex.png,d70eee255a3b43da_2309162ex.png,,,,,,,,,,,,
能用酒精灯直接加热的仪器是（ ）,量筒,试管,容量瓶,烧杯,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/6451c0bcc7076883dd5ba9a95f05_2985856ex.png,6883dd5ba9a95f05_2985856ex.png,,,,,,,,,,,,
实验室中配制250mL 0.10mo1L﹣1NaOH溶液时，必须使用到的玻璃仪器是（ ）,锥形瓶,试管,分液漏斗,250mL容量瓶,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/803479bcbdb9d078a5698199c828_2750932ex.png,d078a5698199c828_2750932ex.png,,,,,,,,,,,,
下列化学实验操作或事故处理中正确的是(　　),被玻璃割伤手，先取出伤口里的碎玻璃片，再用过氧化氢溶液擦洗，然后敷药包扎,实验桌上因酒精灯打翻而着火时应立即用水扑灭,不慎将浓碱溶液沾到皮肤上，要立即用大量水冲洗，然后涂上3%的稀盐酸,浓酸对皮肤有腐蚀性，如不慎沾到皮肤上，应用较多水冲洗，再涂上稀硼酸溶液,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/b871e3c2519b19d781962b27d9b6_6914957ex.png,19d781962b27d9b6_6914957ex.png,,,,,,,,,,,,
下列关于实验室制备或操作不需要使用温度计的是（ ）,制取银镜,工业乙醇的蒸馏,制硝基苯,制乙烯,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/e0939c5934f68bd3fef83c1b697f_3499459ex.png,8bd3fef83c1b697f_3499459ex.png,,,,,,,,,,,,
实验室用有机含碘(主要以I2和IO3-的形式存在)废水制备单质碘的实验流程如下：已知：碘的熔点为113℃，但固态的碘可以不经过熔化直接升华。下列说法错误的是（ ）,操作①和③中的有机相从分液漏斗下端放出,操作②中发生反应的离子方程式为2IO<sub>3</sub><sup>- </sup>+5SO<sub>3</sub><sup>2-</sup>+2H<sup>+</sup>=I<sub>2</sub>+5SO<sub>4</sub><sup>2-</sup>十H<sub>2</sub>O,操作④中用到的玻璃仪器仅需温度计、球形冷凝管、酒精灯、接引管及锥形瓶,操作⑤可用如图所示的水浴装置进行 <img height="134" src="/files/attach/files/content/2020/0325/4f661981a3236a3b41ee59aa549cba53.png" v:shapes="图片_x0020_2" width="95",C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/be55c60e3701e4ea9134871ff887_7106369ex.png,e4ea9134871ff887_7106369ex.png,,,,,,,,,,,,
下列关于实验操作的叙述中正确的是（　　）①从试剂瓶中取出的任何药品，若有剩余都不能再放回原试剂瓶②可燃性气体点燃之前必须验纯③用胶头滴管向试管中滴加液体，一定要将滴管伸入试管中④用托盘天平称量固体药品时，应左物右码⑤配制浓硫酸与蒸馏水的混合液时，应将浓硫酸慢慢加到蒸馏水中并及时搅拌和冷却⑥选用100mL量筒量取4.0mL的稀硫酸．,①③④⑤,①③④⑥,②④⑤,以上答案均不正确,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/95cec52019fc85bd281dc509f5de_2309305ex.png,85bd281dc509f5de_2309305ex.png,,,,,,,,,,,,
下列试剂中，标签上应同时标注下列标志的是（　　）,乙醇,盐酸,NaOH,HNO<sub>3</sub,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/9bf254abe6554afa000151dbd0db_5359841ex.png,4afa000151dbd0db_5359841ex.png,,,,,,,,,,,,
在盛放浓硫酸的试剂瓶的标签上印有的警示标记是（ ）,img height="95" src="/files/attach/files/content/2020/0325/4969191d3f0f324a6a2ebf04460d3b42.png" v:shapes="图片_x0020_100001" width="97",img height="91" src="/files/attach/files/content/2020/0325/026b4c2ac50c7b053d87786f3de98d91.png" v:shapes="图片_x0020_100002" width="91",img height="83" src="/files/attach/files/content/2020/0325/c9940ee7b5e3da3f1f69c7d60e17a28c.png" v:shapes="图片_x0020_100003" width="88",img height="90" src="/files/attach/files/content/2020/0325/d80538d13b03378ccda6adee430d8985.png" v:shapes="图片_x0020_100004" width="82",B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/53aed92f8b6b2fd675a89ebe24f2_7128561ex.png,2fd675a89ebe24f2_7128561ex.png,,,,,,,,,,,,
实验室中的药品常按物质的性质、类别等有规律地摆放。现有部分药品按某种规律摆放在实验桌上，如下图。做“硫酸的性质”的实验时，某同学取用BaCl2 溶液后，应把它放回的位置是( ),A,B,C,D,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/8bd4d47a3900bc14284bc2a6f2fd_9252364ex.png,bc14284bc2a6f2fd_9252364ex.png,,,,,,,,,,,,
下列实验操作错误的是,用药匙取用少量Na<sub>2</sub>SO<sub>4</sub>固体,用胶头滴管滴加少量NaCl溶液,用酒精灯直接加热试管、蒸发皿,用10mL量筒量取8.50mL1.0 mol·L<sup>-1</sup>NaOH溶液,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/fd23091b137b1a04400178575901_9052992ex.png,1a04400178575901_9052992ex.png,,,,,,,,,,,,
下列仪器常用于物质分离的是（ ）①漏斗 ②试管 ③蒸馏烧瓶 ④天平⑤ 分液漏斗 ⑥研钵,①③④,①③⑤,①②⑥,①③⑥,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/8843677191063d487b20e17affff_6750251ex.png,3d487b20e17affff_6750251ex.png,,,,,,,,,,,,
下列溶液可用无色试剂瓶装的是（　　）,HNO<sub>3</sub,AgNO<sub>3</sub,氯水,H<sub>2</sub>SO<sub>4</sub,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/981db5740ee74db4905a8123c820_2309164ex.png,4db4905a8123c820_2309164ex.png,,,,,,,,,,,,
下列贮存化学试剂的方法正确的是（　　）,浓硝酸保存在棕色的广口瓶中，并放在阴凉处,少量的金属钠应保存在煤油中,烧碱溶液放在带玻璃塞的磨口试剂瓶中,用做感光材料的溴化银贮存在无色试剂瓶中,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/b108d2eed23c55a62ad8e2b241db_2309149ex.png,55a62ad8e2b241db_2309149ex.png,,,,,,,,,,,,
下图所示是分离混合物时常用的仪器，从左至右，可以进行的混合物分离操作分别是( ),蒸馏、过滤、萃取、蒸发,蒸馏、蒸发、萃取、过滤,萃取、过滤、蒸馏、蒸发,过滤、蒸发、萃取、蒸馏,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/0c9d4a6ddc8133a88a682a214cbd_7129349ex.png,33a88a682a214cbd_7129349ex.png,,,,,,,,,,,,
下列仪器不能加热的是( )  ①长颈漏斗②试管③圆底烧瓶④天平⑤分液漏斗⑥容量瓶,②③,①②④⑥,①④⑤⑥,②③⑤,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/35e44df4416539f18ce3a0a1577b_17629625ex.png,9f18ce3a0a1577b_17629625ex.png,,,,,,,,,,,,
下列关于试剂贮存的叙述正确的是（ ）,NaOH溶液应保存在带有磨口玻璃塞的试剂瓶中,氯水应保存在棕色玻璃瓶中，最好是现用现配,水玻璃应密封保存，防止被空气中的氧气氧化,氢氟酸存放在带胶塞的棕色玻璃瓶中,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/2c628d0580b09a0c7cc6e523c374_10534578ex.png,a0c7cc6e523c374_10534578ex.png,,,,,,,,,,,,
必须随配随用，不能长期存放的试剂是（　　）,氢硫酸,盐酸,AgNO<sub>3</sub>溶液,NaOH溶液,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/709999994a57dfa59da92be9156e_2309139ex.png,dfa59da92be9156e_2309139ex.png,,,,,,,,,,,,
下列试剂的保存方法错误的是（ ）,实验室少量的钠保存在煤油中,新制的氯水保存在棕色玻璃瓶中,氢氟酸(HF)保存在无色的玻璃瓶中,氢氧化钠溶液保存在带橡皮塞的玻璃瓶中,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/f754d83debbf3fbe3c300aa9e89c_7128571ex.png,3fbe3c300aa9e89c_7128571ex.png,,,,,,,,,,,,
下列实验操作与事故处理错误的是(　　),使用水银温度计测量烧杯中水浴温度时，不慎打破水银球，用滴管将水银吸出放入水封的小瓶中，残破的温度计插入装有硫粉的广口瓶中,用试管夹从试管底由下往上夹住离试管口约 <img src="/files/attach/files/content/2020/0325/1585142857.450.png"> 处，手持试管夹长柄末端，进行加热</img,制备乙酸乙酯时，将乙醇和乙酸依次加入到浓硫酸中,把玻璃管插入橡胶塞孔时，用厚布护手，紧握用水湿润的玻璃管插入端，缓慢旋进塞孔中,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/4aeed2d2bd0c43a27844937cddfd_9053968ex.png,43a27844937cddfd_9053968ex.png,,,,,,,,,,,,
有关化学实验的下列操作中，一般情况下不能相互接触的是（ ）,过滤操作中，玻璃棒与三层滤纸,过滤操作中，漏斗径与烧杯内壁,分液操作中，分液漏斗径与烧杯内壁,用胶头滴管向试管滴液体时，滴管尖端与试管内壁,D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/3e8e16739f0ba2a08cec00eec57b_14518151ex.png,2a08cec00eec57b_14518151ex.png,,,,,,,,,,,,
进行化学实验时必须要有安全意识，下列做法错误的是（ ）,加热试管或烧杯时，应首先擦干外壁上的水,不慎将浓碱溶液溅到皮肤上，要立即用大量水冲洗，然后再涂硼酸溶液,温度计摔坏导致水银散落到地面上，应立即用水冲洗水银,酒精及其它易燃有机物小面积失火，应迅速用湿抹布扑灭，烫伤（灼伤）要就医,C,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/334d24bba55c9394ca7ad4e2008c_14517619ex.png,394ca7ad4e2008c_14517619ex.png,,,,,,,,,,,,
对危险化学品要在包装标签上印有警示性标志．在盛放NaOH的包装标签上应选用的标志是（ ）,img alt="" height="63" src="/files/attach/files/content/2020/0325/d0a92f84e32d3c112630f4fdd77f0aad.png" v:shapes="picture24" width="64",img alt="" height="70" src="/files/attach/files/content/2020/0325/152a4c5dbddefb6433426726410c4fee.png" v:shapes="_x0000_i1026" width="71",img alt="" height="71" src="/files/attach/files/content/2020/0325/bed8d14a9ad04c6e72181b335ac16ebc.png" v:shapes="_x0000_i1027" width="73",img alt="" height="68" src="/files/attach/files/content/2020/0325/69d5dcd5bb76e5b69060b91eb6020d13.png" v:shapes="_x0000_i1028" width="67",D,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/cc6191bac892b9d30a88083c600a_2752511ex.png,b9d30a88083c600a_2752511ex.png,,,,,,,,,,,,
从20世纪90年代开始，叠氮化钠用作汽车司机安全防护袋的气源，能在发生碰撞的瞬间分解产生大量气体将气囊鼓起。装运叠氮化钠的包装箱所贴的危险化学品标志应该是（ ）,A,B,C,D,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/e31bf8d053b13934ae4e3710634d_9283464ex.png,3934ae4e3710634d_9283464ex.png,,,,,,,,,,,,
金属钠着火时，可以灭火的物质是（ ）,水,砂子,煤油,泡沫灭火剂,B,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/952a16b3312895697c01abe8d36d_2745630ex.png,95697c01abe8d36d_2745630ex.png,,,,,,,,,,,,
下列有关仪器的使用方法或实验操作正确的是（ ）,使用容量瓶和分液漏斗前必须检漏,可以用温度计代替玻璃棒搅拌溶液,进行中和滴定实验时，需用待测液润洗锥形瓶,熔化氢氧化钠固体需在玻璃坩埚中进行,A,https://gz.shuatiw.com/ias/attach/files/content/2020/0325/e9c6ec65466f8fe7c3b3b06e5f4b_6377605ex.png,8fe7c3b3b06e5f4b_6377605ex.png,,,,,,,,,,,,
